composition,formation_energy,lattice_distortion,source,functional,calculation_id
"{""Nb"": 0.052599, ""Ta"": 0.015740999999999998, ""U"": 0.93166}",0.273282,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_Ta2_U93_340
"{""U"": 0.95015, ""Zr"": 0.04985}",0.321547,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U95_Zr5_138
"{""Fe"": 0.018722000000000003, ""Ti"": 0.06952, ""U"": 0.911758}",0.113946,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Ti7_U91_251
"{""Fe"": 0.045462, ""Ti"": 0.063534, ""U"": 0.891004}",0.122157,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_Ti6_U89_73
"{""Mo"": 0.100634, ""U"": 0.899366}",0.200289,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo10_U90_132
"{""Mo"": 0.151301, ""U"": 0.848699}",0.200827,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_285
"{""Nb"": 0.13603200000000001, ""U"": 0.863968}",0.280174,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb14_U86_72
"{""U"": 0.974037, ""V"": 0.025963}",0.337013,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_220
"{""Ta"": 0.041661, ""U"": 0.900174, ""Zr"": 0.058164999999999994}",0.332044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta4_U90_Zr6_301
"{""Nb"": 0.034999999999999996, ""U"": 0.965}",0.270085,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb3_U96_16
"{""U"": 0.96604, ""V"": 0.03396}",0.334292,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_68
"{""U"": 0.859052, ""Zr"": 0.140948}",0.306547,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U86_Zr14_368
"{""Al"": 0.020393, ""U"": 0.871413, ""Zr"": 0.108194}",0.320969,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U87_Zr11_71
"{""Si"": 0.01397, ""U"": 0.98603}",-0.720892,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_245
"{""Cr"": 0.08282099999999999, ""U"": 0.917179}",0.310583,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_U92_334
"{""Nb"": 0.133, ""U"": 0.867}",0.279799,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_166
"{""Mn"": 0.039674, ""U"": 0.960326}",-0.049621,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_198
"{""Ni"": 0.025, ""U"": 0.975}",-0.238798,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ni2_U98_72
"{""Cr"": 0.028152, ""Mo"": 0.09746, ""U"": 0.874388}",0.200813,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_Mo10_U87_340
"{""Fe"": 0.054, ""U"": 0.946}",-0.045881,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_153
"{""Ti"": 0.046133, ""U"": 0.953867}",0.107851,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti5_U95_245
"{""Mo"": 0.124687, ""U"": 0.875313}",0.200187,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo12_U88_354
"{""Mn"": 0.017544, ""U"": 0.982456}",-0.044233,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_163
"{""Cr"": 0.075953, ""U"": 0.924047}",0.312345,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_U92_151
"{""Ti"": 0.015, ""U"": 0.985}",0.106306,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti2_U98_165
"{""Mn"": 0.054032000000000004, ""Ru"": 0.036378, ""U"": 0.90959}",-0.062241,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_Ru4_U91_183
"{""Fe"": 0.045, ""U"": 0.955}",-0.040480,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_110
"{""Ti"": 0.017, ""U"": 0.983}",0.106402,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti2_U98_116
"{""Ti"": 0.116937, ""U"": 0.883063}",0.111946,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti12_U88_244
"{""Nb"": 0.101844, ""U"": 0.898156}",0.276276,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_131
"{""U"": 0.9390000000000001, ""Zr"": 0.061}",0.319663,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_119
"{""Cr"": 0.067617, ""Mn"": 0.030834, ""U"": 0.901549}",0.309678,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Mn3_U90_194
"{""Ru"": 0.039823, ""U"": 0.9601770000000001}",-1.826803,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_240
"{""Ru"": 0.041823, ""U"": 0.9581770000000001}",-1.827137,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_381
"{""Fe"": 0.050134, ""Si"": 0.010227, ""U"": 0.939639}",-0.047310,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_Si1_U94_304
"{""Ru"": 0.038445, ""U"": 0.961555}",-1.826694,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_234
"{""Nb"": 0.036996, ""U"": 0.963004}",0.270187,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4_U96_350
"{""Cr"": 0.067012, ""U"": 0.932988}",0.469800,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_45
"{""Ru"": 0.070188, ""U"": 0.929812}",-1.831035,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_162
"{""U"": 0.906911, ""Zr"": 0.093089}",0.314309,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U91_Zr9_149
"{""U"": 0.870425, ""Zr"": 0.129575}",0.308336,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_59
"{""Ti"": 0.07281, ""U"": 0.92719}",0.109286,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_54
"{""Ti"": 0.07, ""U"": 0.9299999999999999}",0.109130,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_14
"{""Mn"": 0.032704, ""Si"": 0.012806, ""U"": 0.9544900000000001}",-0.051159,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_Si1_U95_246
"{""Ti"": 0.047133, ""U"": 0.952867}",0.107892,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti5_U95_128
"{""Si"": 0.011576, ""U"": 0.988424}",-0.721259,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_5
"{""Si"": 0.009585, ""U"": 0.990415}",-0.721586,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_272
"{""Ti"": 0.072608, ""U"": 0.927392}",0.109286,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_192
"{""Nb"": 0.121337, ""U"": 0.878663}",0.278568,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_130
"{""Mo"": 0.151, ""U"": 0.849}",0.200813,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo15_U85_160
"{""U"": 0.935848, ""V"": 0.064152}",0.326727,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_V6_46
"{""Nb"": 0.12431599999999998, ""U"": 0.875684}",0.278854,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_219
"{""Mo"": 0.029736000000000002, ""U"": 0.970264}",0.204208,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_U97_169
"{""Al"": 0.025386, ""U"": 0.974614}",-0.173591,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_188
"{""Si"": 0.008833, ""U"": 0.991167}",-0.721715,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_216
"{""Al"": 0.031412999999999996, ""U"": 0.968587}",-0.171707,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_48
"{""Ti"": 0.056499, ""U"": 0.943501}",0.108381,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti6_U94_203
"{""Cr"": 0.095202, ""Nb"": 0.13755900000000001, ""U"": 0.767239}",0.341006,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr10_Nb14_U77_391
"{""Cr"": 0.069338, ""U"": 0.930662}",0.314141,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_347
"{""Ti"": 0.11499999999999999, ""U"": 0.885}",0.111810,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti12_U88_292
"{""Fe"": 0.04, ""U"": 0.96}",-0.037405,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_138
"{""Fe"": 0.037897, ""Si"": 0.011385, ""U"": 0.950718}",-0.040371,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Si1_U95_179
"{""Al"": 0.011105, ""U"": 0.988895}",-0.177034,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_32
"{""Mn"": 0.056545, ""U"": 0.943455}",-0.053785,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn6_U94_36
"{""U"": 0.962354, ""V"": 0.037646}",0.333612,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_V4_287
"{""U"": 0.953971, ""Zr"": 0.046029}",0.322296,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U95_Zr5_64
"{""Mn"": 0.019274, ""Ru"": 0.025629, ""U"": 0.955097}",-1.827191,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_Ru3_U96_109
"{""Mn"": 0.018971, ""U"": 0.981029}",-0.044601,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_270
"{""Mo"": 0.1228, ""U"": 0.8772}",0.200174,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo12_U88_260
"{""Mn"": 0.041217, ""U"": 0.958783}",-0.049962,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_83
"{""Nb"": 0.056229, ""U"": 0.943771}",0.272126,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb6_U94_28
"{""U"": 0.962292, ""Zr"": 0.037708000000000005}",0.323609,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_52
"{""U"": 0.927011, ""V"": 0.072989}",0.324639,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_V7_195
"{""Ti"": 0.071904, ""U"": 0.928096}",0.109245,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti7_U93_84
"{""Mn"": 0.01388, ""U"": 0.98612}",-0.043369,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn1_U99_172
"{""Cr"": 0.035435, ""Mo"": 0.134918, ""U"": 0.829647}",0.203888,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_Mo13_U83_343
"{""Al"": 0.028043, ""U"": 0.971957}",-0.169958,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_94
"{""Al"": 0.013104999999999999, ""U"": 0.986895}",-0.176598,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_309
"{""Si"": 0.01997, ""U"": 0.98003}",-0.719885,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_207
"{""U"": 0.932761, ""Zr"": 0.067239}",0.318547,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_Zr7_243
"{""Cr"": 0.022012, ""U"": 0.977988}",0.502244,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr2_U98_31
"{""Al"": 0.023829, ""U"": 0.976171}",-0.176265,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_386
"{""Ti"": 0.039478, ""U"": 0.960522}",0.107483,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_2
"{""Mo"": 0.047, ""U"": 0.953}",0.202752,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_287
"{""Ru"": 0.046445, ""U"": 0.953555}",-1.828001,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_372
"{""Si"": 0.014415, ""U"": 0.944106, ""Zr"": 0.041478999999999995}",0.332622,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U94_Zr4_168
"{""Nb"": 0.141539, ""U"": 0.858461}",0.280772,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb14_U86_90
"{""Cr"": 0.055937, ""U"": 0.944063}",0.477270,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_332
"{""Al"": 0.029412999999999998, ""U"": 0.970587}",-0.174693,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_307
"{""Mn"": 0.045533, ""U"": 0.954467}",-0.051159,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_161
"{""Mn"": 0.032761, ""U"": 0.967239}",-0.047934,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_375
"{""Si"": 0.011803000000000001, ""U"": 0.988197}",-0.721259,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_147
"{""U"": 0.97674, ""V"": 0.02326}",0.337456,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U98_V2_11
"{""Ru"": 0.072464, ""U"": 0.927536}",-1.831123,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U93_258
"{""Ru"": 0.076188, ""U"": 0.923812}",-1.831518,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru8_U92_15
"{""Nb"": 0.069, ""U"": 0.931}",0.273282,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb7_U93_273
"{""Cr"": 0.067338, ""U"": 0.932662}",0.469562,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_380
"{""U"": 0.957664, ""Zr"": 0.042336}",0.322881,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_17
"{""Ru"": 0.048457999999999994, ""U"": 0.951542}",-1.828062,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_175
"{""Cr"": 0.045362, ""U"": 0.954638}",0.484692,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_233
"{""Mo"": 0.138197, ""Nb"": 0.143148, ""U"": 0.718655}",0.324026,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_Nb14_U72_196
"{""Nb"": 0.096105, ""U"": 0.903895}",0.275663,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_300
"{""Cr"": 0.028966, ""Mn"": 0.01708, ""U"": 0.953954}",0.323318,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_Mn2_U95_21
"{""U"": 0.92, ""Zr"": 0.08}",0.316513,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U92_Zr8_29
"{""Al"": 0.013739999999999999, ""U"": 0.954362, ""V"": 0.031898}",0.333027,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U95_V3_263
"{""Mn"": 0.025214, ""U"": 0.974786}",-0.046009,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U97_196
"{""Cr"": 0.072121, ""Mn"": 0.012111, ""U"": 0.915768}",0.311427,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Mn1_U92_125
"{""Ti"": 0.031478, ""U"": 0.968522}",0.107089,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti3_U97_0
"{""Fe"": 0.052961, ""U"": 0.908907, ""V"": 0.038132}",-0.060889,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U91_V4_72
"{""Cr"": 0.017, ""U"": 0.983}",0.506074,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr2_U98_329
"{""Ti"": 0.041655, ""U"": 0.958345}",0.107592,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_145
"{""Ti"": 0.095205, ""U"": 0.852706, ""V"": 0.052089}",0.122096,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U85_V5_215
"{""Al"": 0.010547, ""U"": 0.989453}",-0.177564,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_93
"{""Mo"": 0.057669000000000005, ""U"": 0.942331}",0.202011,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo6_U94_93
"{""Ru"": 0.033572, ""U"": 0.966428}",-1.825715,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_73
"{""Fe"": 0.021056000000000002, ""U"": 0.978944}",-0.025234,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_161
"{""Cr"": 0.067617, ""Mn"": 0.033834, ""U"": 0.898549}",0.309216,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Mn3_U90_83
"{""Mo"": 0.078023, ""U"": 0.921977}",0.200943,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U92_89
"{""Mn"": 0.041497, ""U"": 0.958503}",-0.050206,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_222
"{""Nb"": 0.130032, ""U"": 0.869968}",0.279514,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_130
"{""Mn"": 0.032704, ""Si"": 0.011806, ""U"": 0.95549}",-0.050792,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_Si1_U96_106
"{""Mo"": 0.085, ""Nb"": 0.04, ""U"": 0.875}",0.200215,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_Nb4_U88_13
"{""Cr"": 0.090269, ""Mn"": 0.048208, ""U"": 0.861523}",0.302868,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_Mn5_U86_299
"{""Al"": 0.017466, ""U"": 0.982534}",-0.177938,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_295
"{""Mo"": 0.121372, ""U"": 0.832068, ""V"": 0.04656}",0.202684,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo12_U83_V5_325
"{""Fe"": 0.041, ""U"": 0.959}",-0.038044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_25
"{""Al"": 0.021642, ""U"": 0.978358}",-0.176830,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_36
"{""Mn"": 0.019596000000000002, ""U"": 0.980404}",-0.044825,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_14
"{""Cr"": 0.072953, ""U"": 0.927047}",0.465902,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_199
"{""Mo"": 0.034928, ""U"": 0.965072}",0.203725,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_U97_132
"{""U"": 0.957292, ""Zr"": 0.042708}",0.322881,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_201
"{""Al"": 0.02042, ""Mo"": 0.049360999999999995, ""U"": 0.930219}",0.201548,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Mo5_U93_137
"{""U"": 0.897278, ""Zr"": 0.102722}",0.312846,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_302
"{""U"": 0.937255, ""V"": 0.062745}",0.327020,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_V6_60
"{""U"": 0.915491, ""Zr"": 0.084509}",0.315778,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U92_Zr8_19
"{""Al"": 0.026774, ""Mo"": 0.125772, ""U"": 0.847454}",0.200766,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_Mo13_U85_297
"{""Ti"": 0.088535, ""U"": 0.911465}",0.110191,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U91_287
"{""Nb"": 0.052416, ""Ru"": 0.052634, ""U"": 0.89495}",-1.831116,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_Ru5_U89_297
"{""Al"": 0.031774, ""Mo"": 0.125772, ""U"": 0.842454}",0.200827,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_Mo13_U84_46
"{""U"": 0.977674, ""V"": 0.022326}",0.334823,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U98_V2_54
"{""Fe"": 0.063026, ""U"": 0.936974}",-0.051215,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_U94_218
"{""U"": 0.870266, ""Zr"": 0.129734}",0.308336,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U87_Zr13_48
"{""Nb"": 0.126236, ""Si"": 0.00712, ""U"": 0.866644}",0.280929,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_Si1_U87_210
"{""Si"": 0.017743000000000002, ""U"": 0.982257}",-0.720273,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_310
"{""Nb"": 0.10300000000000001, ""U"": 0.897}",0.276344,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb10_U90_248
"{""Mo"": 0.046909, ""U"": 0.926611, ""V"": 0.02648}",0.200711,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U93_V3_187
"{""Mn"": 0.056163000000000005, ""U"": 0.943837}",-0.053717,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn6_U94_386
"{""Nb"": 0.08421000000000001, ""U"": 0.91579}",0.274738,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb8_U92_133
"{""U"": 0.879382, ""Zr"": 0.120618}",0.309771,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U88_Zr12_13
"{""Al"": 0.02997, ""U"": 0.905467, ""Zr"": 0.064563}",0.332813,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U91_Zr6_118
"{""Fe"": 0.021, ""U"": 0.979}",-0.025234,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_52
"{""Al"": 0.026223, ""U"": 0.973777}",-0.170387,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_338
"{""Mo"": 8.2, ""Ti"": 6.7, ""U"": 85}",0.200153,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo820_Ti670_U8500_377
"{""Fe"": 0.057, ""U"": 0.943}",-0.047718,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_U94_191
"{""Cr"": 0.050172, ""Mn"": 0.046527, ""U"": 0.903301}",0.462215,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_Mn5_U90_200
"{""Cr"": 0.022614, ""Si"": 0.007594, ""U"": 0.969792}",0.327590,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr2_Si1_U97_0
"{""Cr"": 0.028152, ""Mo"": 0.10246000000000001, ""U"": 0.869388}",0.200990,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_Mo10_U87_32
"{""Nb"": 0.109251, ""Si"": 0.008997, ""U"": 0.881752}",0.279514,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_Si1_U88_102
"{""Mo"": 0.138197, ""Nb"": 0.148148, ""U"": 0.713655}",0.325094,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_Nb15_U71_298
"{""U"": 0.948222, ""V"": 0.051778}",0.329829,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U95_V5_332
"{""Cr"": 0.068216, ""Ti"": 0.105546, ""U"": 0.826238}",0.135253,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Ti11_U83_322
"{""Al"": 0.01751, ""U"": 0.98249}",-0.177938,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_175
"{""Mo"": 0.070966, ""Ru"": 0.074923, ""U"": 0.8541110000000001}",-1.833838,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_Ru7_U85_43
"{""Cr"": 0.060499000000000004, ""U"": 0.939501}",0.474154,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_391
"{""U"": 0.926221, ""V"": 0.07377900000000001}",0.324462,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_V7_30
